ID,Name,Description,Contributor,Citation,Glottocode,Year,Source,Media_IDs,Type,Map_IDs,URL
lsi-v1-1-059,vol I map II,Map indicating the localities in which Austro-Asiatic and Pronominalised Himalayan Languages are spoken in India,,,,,grierson1903lsi;llmap,lsi-v1-1-059_tif lsi-v1-1-059_jpg lsi-v1-1-059_geojson,map,,https://dsal.uchicago.edu/books/lsi/lsi.php?volume=1-1&pages=550#page/059/mode/1up
171,Eastern,,,,beng1280,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
172,Chakma,,,,chak1266,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
173,Southeastern,,,,beng1280,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
174,Northern Central,,,,beng1280,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
175,Western,,,,beng1280,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
176,Southwestern,,,,beng1280,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
177,Rajbangsi,,,,beng1280,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
178,East Central,,,,beng1280,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-024,
179,Dogri,,,,dogr1250,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
180,Kangri,,,,kang1280,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
181,Panbjabi,,,,panj1256,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
182,Majhi,,,,majh1252,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
183,Doabi,,,,doab1238,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
184,Malwai,,,,malw1235,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
185,Powadhi,,,,powa1244,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
186,Rathi,,,,bath1239,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
187,Bhattiani,,,,bhat1264,1903,grierson1903lsi;llmap,features,feature,lsi-v9-1-625,
188,Where Dardic influence is still prominent,,,,,1903,grierson1903lsi;llmap,features,feature,lsi-v1-1-138,
189,Where Dardic languages are now spoken (at time of map creation),,,,,1903,grierson1903lsi;llmap,features,feature,lsi-v1-1-138,
190,Mon,,,,monn1252,1903,grierson1903lsi;llmap,features,feature,lsi-v1-1-059,
191,Khasi,,,,khas1269,1903,grierson1903lsi;llmap,features,feature,lsi-v1-1-059,
192,Munda,,,,mund1320,1903,grierson1903lsi;llmap,features,feature,lsi-v1-1-059,
193,Rangkas,,,,rang1266,1903,grierson1903lsi;llmap,features,feature,lsi-v1-1-059,
194,Awadhi,,,,awad1243,1903,grierson1903lsi;llmap,features,feature,lsi-v6-003,
195,Bagheli,,,,bagh1251,1903,grierson1903lsi;llmap,features,feature,lsi-v6-003,
196,Tirhari,,,,tirh1246,1903,grierson1903lsi;llmap,features,feature,lsi-v6-003,
197,Gahora,,,,gaho1238,1903,grierson1903lsi;llmap,features,feature,lsi-v6-003,
198,Chattisgarhi,,,,chha1249,1903,grierson1903lsi;llmap,features,feature,lsi-v6-003,
199,Surgujia,,,,surg1246,1903,grierson1903lsi;llmap,features,feature,lsi-v6-003,
200,Standard Assamese,,,,stan1302,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-409,
201,Western,,,,west2383,1903,grierson1903lsi;llmap,features,feature,lsi-v5-1-409,
202,Bhil,,,,bhil1254,1903,grierson1903lsi;llmap,features,feature,lsi-v9-3-013,
203,Khandesi,,,,khan1272,1903,grierson1903lsi;llmap,features,feature,lsi-v9-3-013,
204,Nimadi,,,,nima1243,1903,grierson1903lsi;llmap,features,feature,lsi-v9-3-013,
205,Khassi,,,,khas1269,1903,grierson1903lsi;llmap,features,feature,lsi-v2-015,
206,Kho-War,,,,khow1242,1903,grierson1903lsi;llmap,features,feature,lsi-v8-2-015,
207,Shina,,,,shin1264,1903,grierson1903lsi;llmap,features,feature,lsi-v8-2-015,
208,Kohistani,,,,dirs1236,1903,grierson1903lsi;llmap,features,feature,lsi-v8-2-015,
